"","ind1","ind2","weight","transformed_weight"
"396","221121","517110",0.3333333,1.098612
"397","221121","541613",0.3333333,1.098612
"398","221119","221122",0.125,2.079442
"399","221122","221210",0.125,2.079442
"400","221122","518210",0.125,2.079442
"401","221122","541330",0.125,2.079442
"402","221122","561110",0.125,2.079442
"403","211111","221210",0.1917808,1.651402
"404","211112","221210",0.0273973,3.597312
"405","212321","221210",0.0136986,4.29046
"406","221112","221210",0.0136986,4.29046
"407","221119","221210",0.109589,2.211018
"408","221121","221210",0.0136986,4.29046
"409","221122","221210",0.0136986,4.29046
"410","221210","221310",0.0136986,4.29046
"411","221210","221330",0.0547945,2.904165
"412","221210","237110",0.0273973,3.597312
"413","221210","237210",0.0136986,4.29046
"414","221210","237990",0.0136986,4.29046
"415","221210","238220",0.0136986,4.29046
"416","221210","324110",0.0136986,4.29046
"417","221210","325211",0.0136986,4.29046
"418","221210","421730",0.0136986,4.29046
"419","221210","422710",0.0136986,4.29046
"420","221210","422720",0.0547945,2.904165
"421","221210","424720",0.2054795,1.582409
"422","221210","443111",0.0136986,4.29046
"423","221210","454311",0.0136986,4.29046
"424","221210","454312",0.0684932,2.681021
"425","221210","483111",0.0136986,4.29046
"426","221210","483211",0.0136986,4.29046
"427","221210","486210",0.1643836,1.805553
"428","221210","513310",0.0136986,4.29046
"429","221210","517110",0.0136986,4.29046
"430","221210","517212",0.0136986,4.29046
"431","221210","517910",0.0136986,4.29046
"432","221210","522220",0.0136986,4.29046
"433","221210","522292",0.0136986,4.29046
"434","221210","523920",0.0136986,4.29046
"435","221210","523999",0.0136986,4.29046
"436","221210","531120",0.0136986,4.29046
"437","221210","531210",0.0136986,4.29046
"438","221210","541213",0.0136986,4.29046
"439","221210","541512",0.0136986,4.29046
"440","221210","541519",0.0136986,4.29046
"441","221210","541613",0.0136986,4.29046
"442","221210","561110",0.0136986,4.29046
"443","221210","561621",0.0136986,4.29046
"444","221210","811412",0.0136986,4.29046
"445","115112","221310",0.0416667,3.178054
"446","221119","221310",0.0416667,3.178054
"447","221210","221310",0.0416667,3.178054
"448","221310","221320",0.0833333,2.484907
"449","221310","237210",0.0833333,2.484907
"450","221310","237310",0.0416667,3.178054
"451","221310","238220",0.0416667,3.178054
"452","221310","424720",0.0416667,3.178054
"453","221310","485112",0.0416667,3.178054
"454","221310","511130",0.0416667,3.178054
"455","221310","512110",0.0416667,3.178054
"456","221310","512230",0.0416667,3.178054
"457","221310","517212",0.0416667,3.178054
"458","221310","518111",0.0416667,3.178054
"459","221310","531120",0.0416667,3.178054
"460","221310","531190",0.0416667,3.178054
"461","221310","531210",0.0416667,3.178054
"462","221310","541519",0.0416667,3.178054
"463","221310","561720",0.0416667,3.178054
"464","221310","562211",0.0416667,3.178054
"465","221310","812930",0.0416667,3.178054
"466","221310","221320",0.6666667,0.4054651
"467","211111","221330",0.4,0.9162907
"468","221119","221330",0.2,1.609438
"469","221210","221330",0.8,0.2231435
"470","221330","422710",0.2,1.609438
"471","221330","422720",0.2,1.609438
"472","221330","424720",0.2,1.609438
"473","221330","513310",0.2,1.609438
"474","115114","233110",0.0555556,2.890372
"475","233110","233210",0.1111111,2.197225
"476","233110","233320",0.0555556,2.890372
"477","233110","321991",0.0555556,2.890372
"478","233110","327310",0.0555556,2.890372
"479","233110","332311",0.0555556,2.890372
"480","233110","332321",0.0555556,2.890372
"481","233110","334413",0.0555556,2.890372
"482","233110","421310",0.0555556,2.890372
"483","233110","421810",0.0555556,2.890372
"484","233110","422410",0.0555556,2.890372
"485","233110","422920",0.0555556,2.890372
"486","233110","445110",0.1111111,2.197225
"487","233110","512131",0.0555556,2.890372
"488","233110","522292",0.0555556,2.890372
"489","233110","531110",0.0555556,2.890372
"490","233110","531120",0.1666667,1.791759
"491","233110","531390",0.0555556,2.890372
"492","233110","533110",0.0555556,2.890372
"493","233110","713920",0.0555556,2.890372
"494","233110","713930",0.0555556,2.890372
"495","233110","721110",0.0555556,2.890372
"496","233110","812990",0.0555556,2.890372
"497","233110","233210",0.1666667,1.791759
"498","233210","233320",0.0833333,2.484907
"499","233210","321991",0.0833333,2.484907
"500","233210","327310",0.0833333,2.484907
"501","233210","422920",0.0833333,2.484907
"502","233210","522292",0.1666667,1.791759
"503","233210","812990",0.0833333,2.484907
"504","233110","233320",0.5,0.6931472
"505","233210","233320",0.5,0.6931472
"506","233320","321991",0.5,0.6931472
"507","233320","327310",0.5,0.6931472
"508","233320","512191",0.5,0.6931472
"509","233320","513220",0.5,0.6931472
"510","233320","522292",0.5,0.6931472
"511","213112","234910",0.25,1.386294
"512","234910","234990",0.25,1.386294
"513","234910","324110",0.25,1.386294
"514","234910","541330",0.25,1.386294
"515","213111","234930",0.25,1.386294
"516","234930","334111",0.25,1.386294
"517","234930","421830",0.25,1.386294
"518","234930","522220",0.25,1.386294
"519","234930","541330",0.25,1.386294
"520","234930","541620",0.25,1.386294
"521","234930","713910",0.25,1.386294
"522","213112","234990",0.2,1.609438
"523","234910","234990",0.2,1.609438
"524","234990","235310",0.2,1.609438
"525","234990","235910",0.2,1.609438
"526","234990","321114",0.2,1.609438
"527","234990","324110",0.2,1.609438
"528","234990","333618",0.2,1.609438
"529","234990","335313",0.2,1.609438
"530","234990","336510",0.2,1.609438
"531","234990","336611",0.2,1.609438
"532","234990","541330",0.2,1.609438
"533","234990","562112",0.2,1.609438
"534","235210","336413",1,0
"535","235210","488999",1,0
"536","234990","235310",0.1428571,1.94591
"537","235310","333298",0.1428571,1.94591
"538","235310","333618",0.1428571,1.94591
"539","235310","335313",0.1428571,1.94591
"540","235310","336510",0.1428571,1.94591
"541","235310","336611",0.1428571,1.94591
"542","235310","421690",0.1428571,1.94591
"543","235310","541330",0.1428571,1.94591
"544","235310","561720",0.1428571,1.94591
"545","234990","235910",1,0
"546","235940","562219",1,0
"547","235950","325211",0.3333333,1.098612
"548","235950","333319",0.3333333,1.098612
"549","235950","333415",0.3333333,1.098612
"550","235950","334220",0.3333333,1.098612
"551","235990","334220",0.5,0.6931472
"552","113310","236115",0.0714286,2.639057
"553","236115","321912",0.0714286,2.639057
"554","236115","322121",0.0714286,2.639057
"555","236115","488310",0.0714286,2.639057
"556","236115","518111",0.0714286,2.639057
"557","236115","522292",0.1428571,1.94591
"558","236115","522298",0.0714286,2.639057
"559","236115","522320",0.0714286,2.639057
"560","236115","531110",0.0714286,2.639057
"561","236115","531120",0.2857143,1.252763
"562","236115","531210",0.0714286,2.639057
"563","236115","721110",0.0714286,2.639057
"564","113110","236117",0.0555556,2.890372
"565","115310","236117",0.0555556,2.890372
"566","236117","237130",0.0555556,2.890372
"567","236117","237210",0.0555556,2.890372
"568","236117","522292",0.5,0.6931472
"569","236117","524127",0.0555556,2.890372
"570","221119","236210",0.5,0.6931472
"571","236210","524114",0.5,0.6931472
"572","236220","237310",0.1666667,1.791759
"573","236220","533110",0.3333333,1.098612
"574","236220","561330",0.1666667,1.791759
"575","236220","721110",0.3333333,1.098612
"576","211111","237110",0.2,1.609438
"577","221210","237110",0.4,0.9162907
"578","237110","237210",0.2,1.609438
"579","237110","326130",0.2,1.609438
"580","237110","483211",0.2,1.609438
"581","237110","541512",0.2,1.609438
"582","211111","237120",0.1666667,1.791759
"583","237120","325120",0.1666667,1.791759
"584","237120","333992",0.1666667,1.791759
"585","237120","562111",0.1666667,1.791759
"586","237120","562991",0.1666667,1.791759
"587","211111","237130",0.1111111,2.197225
"588","236117","237130",0.1111111,2.197225
"589","237130","237210",0.1111111,2.197225
"590","237130","237310",0.1111111,2.197225
"591","237130","332312",0.1111111,2.197225
"592","237130","334220",0.1111111,2.197225
"593","237130","424720",0.1111111,2.197225
"594","237130","486210",0.1111111,2.197225
"595","237130","517110",0.1111111,2.197225
"596","237130","517212",0.1111111,2.197225
"597","237130","517910",0.1111111,2.197225
"598","237130","541330",0.1111111,2.197225
"599","113110","237210",0.025641,3.663562
"600","113310","237210",0.025641,3.663562
"601","211111","237210",0.025641,3.663562
"602","212299","237210",0.025641,3.663562
"603","221111","237210",0.025641,3.663562
"604","221119","237210",0.025641,3.663562
"605","221210","237210",0.025641,3.663562
"606","221310","237210",0.0512821,2.970414
"607","236117","237210",0.025641,3.663562
"608","237110","237210",0.025641,3.663562
"609","237130","237210",0.025641,3.663562
"610","237210","237310",0.0512821,2.970414
"611","237210","238220",0.025641,3.663562
"612","237210","311211",0.025641,3.663562
"613","237210","311311",0.025641,3.663562
"614","237210","311999",0.025641,3.663562
"615","237210","321113",0.025641,3.663562
"616","237210","321912",0.025641,3.663562
"617","237210","322130",0.025641,3.663562
"618","237210","325188",0.025641,3.663562
"619","237210","325192",0.025641,3.663562
"620","237210","325212",0.025641,3.663562
"621","237210","326121",0.025641,3.663562
"622","237210","331312",0.025641,3.663562
"623","237210","333319",0.025641,3.663562
"624","237210","336350",0.025641,3.663562
"625","237210","423110",0.025641,3.663562
"626","237210","482111",0.025641,3.663562
"627","237210","483113",0.025641,3.663562
"628","237210","515120",0.025641,3.663562
"629","237210","522220",0.025641,3.663562
"630","237210","522292",0.025641,3.663562
"631","237210","523110",0.025641,3.663562
"632","237210","523999",0.0512821,2.970414
"633","237210","524127",0.025641,3.663562
"634","237210","531110",0.025641,3.663562
"635","237210","531120",0.1282051,2.054124
"636","237210","531210",0.025641,3.663562
"637","237210","531390",0.0512821,2.970414
"638","237210","532111",0.025641,3.663562
"639","237210","711211",0.025641,3.663562
"640","237210","711212",0.025641,3.663562
"641","237210","713910",0.025641,3.663562
"642","237210","713920",0.1025641,2.277267
"643","237210","721110",0.1025641,2.277267
"644","237210","721120",0.025641,3.663562
"645","221119","237310",0.1428571,1.94591
"646","221310","237310",0.1428571,1.94591
"647","236220","237310",0.1428571,1.94591
"648","237130","237310",0.1428571,1.94591
"649","237210","237310",0.2857143,1.252763
"650","237310","324110",0.1428571,1.94591
"651","237310","325211",0.1428571,1.94591
"652","237310","424690",0.1428571,1.94591
"653","237310","424720",0.1428571,1.94591
"654","237310","485112",0.1428571,1.94591
"655","237310","562211",0.1428571,1.94591
"656","211111","237990",0.1428571,1.94591
"657","212321","237990",0.1428571,1.94591
"658","213112","237990",0.1428571,1.94591
"659","221210","237990",0.1428571,1.94591
"660","237990","327320",0.1428571,1.94591
"661","237990","486210",0.1428571,1.94591
"662","237990","541620",0.1428571,1.94591
"663","237990","561210",0.1428571,1.94591
"664","238120","332312",0.5,0.6931472
"665","238120","532412",0.5,0.6931472
"666","238210","238220",0.2857143,1.252763
"667","238210","326122",0.1428571,1.94591
"668","238210","333111",0.1428571,1.94591
"669","238210","423450",0.1428571,1.94591
"670","238210","517110",0.1428571,1.94591
"671","238210","518210",0.1428571,1.94591
"672","238210","561612",0.1428571,1.94591
"673","238210","561720",0.1428571,1.94591
"674","238210","561790",0.1428571,1.94591
"675","238210","812930",0.1428571,1.94591
"676","221210","238220",0.1111111,2.197225
"677","221310","238220",0.1111111,2.197225
"678","237210","238220",0.1111111,2.197225
"679","238210","238220",0.2222222,1.504077
"680","238220","454312",0.1111111,2.197225
"681","238220","517910",0.1111111,2.197225
"682","238220","533110",0.1111111,2.197225
"683","238220","561612",0.1111111,2.197225
"684","238220","561710",0.1111111,2.197225
"685","238220","561720",0.1111111,2.197225
"686","238220","561730",0.1111111,2.197225
"687","238220","561790",0.1111111,2.197225
"688","238220","812930",0.1111111,2.197225
"689","238350","326113",1,0
"690","238350","332321",1,0
"691","238350","334511",1,0
"692","238910","311712",1,0
"693","238910","483111",1,0
"694","238910","488320",1,0
"695","238910","488510",1,0
"696","238990","331111",0.1666667,1.791759
"697","238990","332323",0.1666667,1.791759
"698","238990","332919",0.1666667,1.791759
"699","238990","335311",0.1666667,1.791759
"700","238990","541512",0.1666667,1.791759
"701","112210","311119",0.1111111,2.197225
"702","115112","311119",0.2222222,1.504077
"703","115114","311119",0.1111111,2.197225
"704","311119","311211",0.1111111,2.197225
"705","311119","311512",0.1111111,2.197225
"706","311119","311611",0.1111111,2.197225
"707","311119","311615",0.1111111,2.197225
"708","311119","311823",0.1111111,2.197225
"709","311119","311999",0.1111111,2.197225
"710","311119","324110",0.1111111,2.197225
"711","311119","325311",0.1111111,2.197225
"712","311119","424510",0.1111111,2.197225
"713","311119","424720",0.2222222,1.504077
"714","311119","447110",0.1111111,2.197225
"715","311119","522298",0.1111111,2.197225
"716","311119","523999",0.1111111,2.197225
"717","311119","611511",0.1111111,2.197225
"718","311119","722110",0.1111111,2.197225
"719","115112","311211",0.1428571,1.94591
"720","237210","311211",0.1428571,1.94591
"721","311119","311211",0.1428571,1.94591
"722","311211","311221",0.1428571,1.94591
"723","311211","311225",0.1428571,1.94591
"724","311211","311823",0.1428571,1.94591
"725","311211","424720",0.1428571,1.94591
"726","311211","311221",0.25,1.386294
