"","ind1","ind2","weight","transformed_weight"
"1922","327113","335921",0.3333333,1.098612
"1923","327121","335212",1,0
"1924","327121","442110",1,0
"1925","327121","511110",1,0
"1926","327121","523930",1,0
"1927","327121","524126",1,0
"1928","327121","524130",1,0
"1929","327121","611519",1,0
"1930","212313","327125",0.125,2.079442
"1931","313210","327125",0.125,2.079442
"1932","325188","327125",0.125,2.079442
"1933","327125","331111",0.125,2.079442
"1934","327125","336413",0.125,2.079442
"1935","325181","327211",0.3333333,1.098612
"1936","325510","327211",0.3333333,1.098612
"1937","327211","327212",0.3333333,1.098612
"1938","327211","327213",0.3333333,1.098612
"1939","327211","339111",0.3333333,1.098612
"1940","311941","327212",0.1428571,1.94591
"1941","326299","327212",0.1428571,1.94591
"1942","327211","327212",0.1428571,1.94591
"1943","327212","327213",0.1428571,1.94591
"1944","327212","327993",0.1428571,1.94591
"1945","327212","423220",0.1428571,1.94591
"1946","323119","327213",0.2,1.609438
"1947","326121","327213",0.2,1.609438
"1948","326199","327213",0.2,1.609438
"1949","327211","327213",0.2,1.609438
"1950","327212","327213",0.2,1.609438
"1951","327213","331419",0.2,1.609438
"1952","327215","327910",0.1428571,1.94591
"1953","327215","333298",0.1428571,1.94591
"1954","327215","333314",0.1428571,1.94591
"1955","327215","339113",0.1428571,1.94591
"1956","212321","327310",0.0909091,2.397895
"1957","233110","327310",0.0909091,2.397895
"1958","233210","327310",0.0909091,2.397895
"1959","233320","327310",0.0909091,2.397895
"1960","321991","327310",0.0909091,2.397895
"1961","327310","327320",0.4545455,0.7884573
"1962","327310","327390",0.0909091,2.397895
"1963","327310","327410",0.0909091,2.397895
"1964","327310","327420",0.2727273,1.299283
"1965","327310","327999",0.1818182,1.704748
"1966","327310","331111",0.0909091,2.397895
"1967","327310","444190",0.0909091,2.397895
"1968","327310","522292",0.0909091,2.397895
"1969","212321","327320",0.1,2.302585
"1970","237990","327320",0.1,2.302585
"1971","325510","327320",0.1,2.302585
"1972","326122","327320",0.1,2.302585
"1973","327310","327320",0.5,0.6931472
"1974","327320","327390",0.1,2.302585
"1975","327320","327410",0.1,2.302585
"1976","327320","327420",0.2,1.609438
"1977","327320","333415",0.1,2.302585
"1978","327320","444190",0.1,2.302585
"1979","325510","327390",0.25,1.386294
"1980","326122","327390",0.25,1.386294
"1981","327310","327390",0.25,1.386294
"1982","327320","327390",0.25,1.386294
"1983","327390","327420",0.25,1.386294
"1984","327390","327999",0.25,1.386294
"1985","327310","327410",1,0
"1986","327320","327410",1,0
"1987","322130","327420",0.25,1.386294
"1988","327310","327420",0.75,0.2876821
"1989","327320","327420",0.5,0.6931472
"1990","327390","327420",0.25,1.386294
"1991","327420","327999",0.25,1.386294
"1992","327215","327910",0.3333333,1.098612
"1993","212311","327991",0.3333333,1.098612
"1994","327991","336399",0.3333333,1.098612
"1995","327991","453998",0.3333333,1.098612
"1996","325199","327992",0.5,0.6931472
"1997","314110","327993",0.25,1.386294
"1998","321918","327993",0.25,1.386294
"1999","321991","327993",0.25,1.386294
"2000","326199","327993",0.25,1.386294
"2001","327212","327993",0.25,1.386294
"2002","327993","336213",0.25,1.386294
"2003","327993","337110",0.25,1.386294
"2004","327993","339113",0.25,1.386294
"2005","327993","339115",0.25,1.386294
"2006","327993","453930",0.25,1.386294
"2007","327993","524126",0.25,1.386294
"2008","327310","327999",0.4,0.9162907
"2009","327390","327999",0.2,1.609438
"2010","327420","327999",0.2,1.609438
"2011","327999","334411",0.2,1.609438
"2012","211111","331111",0.0185185,3.988984
"2013","212113","331111",0.0185185,3.988984
"2014","212210","331111",0.0185185,3.988984
"2015","212221","331111",0.0185185,3.988984
"2016","212234","331111",0.037037,3.295837
"2017","212299","331111",0.0185185,3.988984
"2018","212391","331111",0.0185185,3.988984
"2019","212399","331111",0.0185185,3.988984
"2020","238990","331111",0.0185185,3.988984
"2021","322110","331111",0.0185185,3.988984
"2022","325998","331111",0.0185185,3.988984
"2023","327125","331111",0.0185185,3.988984
"2024","327310","331111",0.0185185,3.988984
"2025","331111","331112",0.0185185,3.988984
"2026","331111","331210",0.0185185,3.988984
"2027","331111","331221",0.0185185,3.988984
"2028","331111","331315",0.0185185,3.988984
"2029","331111","331491",0.0185185,3.988984
"2030","331111","331512",0.0185185,3.988984
"2031","331111","332312",0.037037,3.295837
"2032","331111","332323",0.037037,3.295837
"2033","331111","332439",0.0185185,3.988984
"2034","331111","332911",0.0185185,3.988984
"2035","331111","332919",0.0185185,3.988984
"2036","331111","332991",0.0185185,3.988984
"2037","331111","332999",0.0185185,3.988984
"2038","331111","333120",0.0185185,3.988984
"2039","331111","333515",0.0185185,3.988984
"2040","331111","334510",0.0185185,3.988984
"2041","331111","335911",0.0185185,3.988984
"2042","331111","336413",0.0185185,3.988984
"2043","331111","423510",0.037037,3.295837
"2044","331111","423930",0.037037,3.295837
"2045","331111","531120",0.0185185,3.988984
"2046","331111","541330",0.0185185,3.988984
"2047","331111","331112",0.25,1.386294
"2048","331112","331312",0.25,1.386294
"2049","331112","331315",0.25,1.386294
"2050","331112","332431",0.25,1.386294
"2051","331112","332439",0.25,1.386294
"2052","331112","333515",0.25,1.386294
"2053","331112","423510",0.25,1.386294
"2054","331112","423710",0.25,1.386294
"2055","325132","331210",0.1111111,2.197225
"2056","325998","331210",0.1111111,2.197225
"2057","331111","331210",0.1111111,2.197225
"2058","331210","331221",0.1111111,2.197225
"2059","331210","332312",0.1111111,2.197225
"2060","331210","332812",0.1111111,2.197225
"2061","331210","333111",0.2222222,1.504077
"2062","331210","333515",0.1111111,2.197225
"2063","331111","331221",0.1428571,1.94591
"2064","331210","331221",0.1428571,1.94591
"2065","331221","332420",0.1428571,1.94591
"2066","331221","332811",0.1428571,1.94591
"2067","331221","421510",0.1428571,1.94591
"2068","331222","331521",0.5,0.6931472
"2069","331222","337215",0.5,0.6931472
"2070","331222","337910",0.5,0.6931472
"2071","331311","331312",1,0
"2072","331311","331315",1,0
"2073","331311","331316",1,0
"2074","331311","336399",0.3333333,1.098612
"2075","331311","523130",0.6666667,0.4054651
"2076","211111","331312",0.1111111,2.197225
"2077","221112","331312",0.1111111,2.197225
"2078","237210","331312",0.1111111,2.197225
"2079","321113","331312",0.1111111,2.197225
"2080","325110","331312",0.1111111,2.197225
"2081","325311","331312",0.1111111,2.197225
"2082","331112","331312",0.1111111,2.197225
"2083","331311","331312",0.3333333,1.098612
"2084","331312","331315",0.5555556,0.5877866
"2085","331312","331316",0.4444444,0.8109302
"2086","331312","331411",0.1111111,2.197225
"2087","331312","331419",0.1111111,2.197225
"2088","331312","332431",0.1111111,2.197225
"2089","331312","336399",0.1111111,2.197225
"2090","331312","423510",0.1111111,2.197225
"2091","331312","523130",0.2222222,1.504077
"2092","331312","711212",0.1111111,2.197225
"2093","331314","331492",1,0
"2094","211111","331315",0.1111111,2.197225
"2095","221112","331315",0.1111111,2.197225
"2096","322221","331315",0.1111111,2.197225
"2097","325110","331315",0.1111111,2.197225
"2098","325311","331315",0.1111111,2.197225
"2099","331111","331315",0.1111111,2.197225
"2100","331112","331315",0.1111111,2.197225
"2101","331311","331315",0.3333333,1.098612
"2102","331312","331315",0.5555556,0.5877866
"2103","331315","331316",0.4444444,0.8109302
"2104","331315","331421",0.1111111,2.197225
"2105","331315","332431",0.1111111,2.197225
"2106","331315","335921",0.1111111,2.197225
"2107","331315","335932",0.1111111,2.197225
"2108","331315","336399",0.1111111,2.197225
"2109","331315","423510",0.1111111,2.197225
"2110","331315","523130",0.2222222,1.504077
"2111","211111","331316",0.1111111,2.197225
"2112","221112","331316",0.1111111,2.197225
"2113","325110","331316",0.1111111,2.197225
"2114","325311","331316",0.1111111,2.197225
"2115","326113","331316",0.1111111,2.197225
"2116","326199","331316",0.1111111,2.197225
"2117","331311","331316",0.3333333,1.098612
"2118","331312","331316",0.4444444,0.8109302
"2119","331315","331316",0.4444444,0.8109302
"2120","331316","332321",0.2222222,1.504077
"2121","331316","332999",0.1111111,2.197225
"2122","331316","336399",0.1111111,2.197225
"2123","331316","337110",0.1111111,2.197225
"2124","331316","423310",0.1111111,2.197225
"2125","331316","523130",0.2222222,1.504077
"2126","331316","541710",0.1111111,2.197225
"2127","212234","331411",0.2,1.609438
"2128","212399","331411",0.2,1.609438
"2129","325182","331411",0.2,1.609438
"2130","331312","331411",0.2,1.609438
"2131","331411","331419",0.2,1.609438
"2132","331411","331422",0.2,1.609438
"2133","331411","334413",0.2,1.609438
"2134","212112","331419",0.0909091,2.397895
"2135","212221","331419",0.1818182,1.704748
"2136","212234","331419",0.0909091,2.397895
"2137","212291","331419",0.0909091,2.397895
"2138","325182","331419",0.0909091,2.397895
"2139","325311","331419",0.0909091,2.397895
"2140","325998","331419",0.0909091,2.397895
"2141","326199","331419",0.0909091,2.397895
"2142","327213","331419",0.0909091,2.397895
"2143","331312","331419",0.0909091,2.397895
"2144","331411","331419",0.0909091,2.397895
"2145","331419","331491",0.0909091,2.397895
"2146","331419","332510",0.0909091,2.397895
"2147","331419","334411",0.0909091,2.397895
"2148","311999","331421",0.1111111,2.197225
"2149","322221","331421",0.1111111,2.197225
"2150","325181","331421",0.1111111,2.197225
"2151","331315","331421",0.1111111,2.197225
"2152","331421","332992",0.1111111,2.197225
"2153","331421","335921",0.1111111,2.197225
"2154","331421","517110",0.1111111,2.197225
"2155","331421","721110",0.1111111,2.197225
"2156","325182","331422",0.3333333,1.098612
"2157","331411","331422",0.3333333,1.098612
"2158","325998","331491",0.1428571,1.94591
"2159","331111","331491",0.1428571,1.94591
"2160","331419","331491",0.1428571,1.94591
"2161","331491","332510",0.1428571,1.94591
"2162","331491","332996",0.1428571,1.94591
"2163","331491","333295",0.1428571,1.94591
"2164","331491","335311",0.1428571,1.94591
"2165","331491","335312",0.1428571,1.94591
"2166","331491","562211",0.1428571,1.94591
"2167","212222","331492",0.3333333,1.098612
"2168","331314","331492",0.3333333,1.098612
"2169","324122","331511",0.3333333,1.098612
"2170","331511","331524",0.3333333,1.098612
"2171","331511","332111",0.3333333,1.098612
"2172","331511","333111",0.3333333,1.098612
"2173","331111","331512",0.5,0.6931472
"2174","331512","332112",0.5,0.6931472
"2175","331512","332911",0.5,0.6931472
"2176","331512","333515",1,0
"2177","331513","332510",0.5,0.6931472
"2178","326291","331521",0.3333333,1.098612
"2179","331222","331521",0.3333333,1.098612
"2180","331521","336399",0.3333333,1.098612
"2181","331521","337215",0.3333333,1.098612
"2182","331521","337910",0.3333333,1.098612
"2183","323122","331522",1,0
"2184","331522","333293",1,0
"2185","331511","331524",0.3333333,1.098612
"2186","331524","332994",0.3333333,1.098612
"2187","331511","332111",0.25,1.386294
"2188","332111","332722",0.25,1.386294
"2189","332111","332813",0.25,1.386294
"2190","332111","332912",0.25,1.386294
"2191","332111","333911",0.25,1.386294
"2192","332111","336412",0.25,1.386294
"2193","331512","332112",1,0
"2194","332112","333515",1,0
"2195","332116","333210",0.1111111,2.197225
"2196","332116","333293",0.1111111,2.197225
"2197","332116","333315",0.1111111,2.197225
"2198","332116","333911",0.1111111,2.197225
"2199","332116","334412",0.1111111,2.197225
"2200","332116","334518",0.1111111,2.197225
"2201","332116","335129",0.1111111,2.197225
"2202","332116","335314",0.1111111,2.197225
"2203","332116","336312",0.1111111,2.197225
"2204","332116","336322",0.1111111,2.197225
"2205","332116","336413",0.1111111,2.197225
"2206","332116","336419",0.1111111,2.197225
"2207","332116","445299",0.1111111,2.197225
"2208","325620","332211",0.1666667,1.791759
"2209","327112","332211",0.1666667,1.791759
"2210","332211","335211",0.1666667,1.791759
"2211","332211","335312",0.1666667,1.791759
"2212","332211","335912",0.1666667,1.791759
"2213","332211","339994",0.1666667,1.791759
"2214","325510","332212",0.125,2.079442
"2215","332212","332321",0.125,2.079442
"2216","332212","332913",0.125,2.079442
"2217","332212","334513",0.125,2.079442
"2218","332212","337110",0.125,2.079442
"2219","332212","532490",0.125,2.079442
"2220","332212","541990",0.125,2.079442
"2221","325211","332213",0.5,0.6931472
"2222","332213","333120",0.5,0.6931472
"2223","233110","332311",0.2,1.609438
"2224","321992","332311",0.2,1.609438
"2225","332311","332321",0.2,1.609438
"2226","332311","444110",0.2,1.609438
"2227","332311","484121",0.2,1.609438
"2228","237130","332312",0.0909091,2.397895
"2229","238120","332312",0.0909091,2.397895
"2230","322221","332312",0.0909091,2.397895
"2231","331111","332312",0.1818182,1.704748
"2232","331210","332312",0.0909091,2.397895
"2233","332312","332322",0.0909091,2.397895
"2234","332312","332811",0.0909091,2.397895
"2235","332312","332812",0.0909091,2.397895
"2236","332312","333111",0.0909091,2.397895
"2237","332312","333415",0.0909091,2.397895
"2238","332312","333515",0.0909091,2.397895
"2239","332312","334416",0.0909091,2.397895
"2240","332312","335931",0.0909091,2.397895
"2241","332312","421510",0.0909091,2.397895
"2242","332312","532412",0.0909091,2.397895
"2243","332313","333415",0.1428571,1.94591
"2244","332313","333999",0.1428571,1.94591
"2245","332313","336211",0.1428571,1.94591
"2246","332313","511120",0.1428571,1.94591
"2247","332313","522220",0.1428571,1.94591
"2248","233110","332321",0.1,2.302585
"2249","238350","332321",0.1,2.302585
"2250","313210","332321",0.1,2.302585
"2251","326113","332321",0.1,2.302585
"2252","331316","332321",0.2,1.609438
"2253","332212","332321",0.1,2.302585
"2254","332311","332321",0.1,2.302585
"2255","332321","333120",0.1,2.302585
"2256","332321","333415",0.1,2.302585
"2257","332321","334511",0.1,2.302585
"2258","332321","334519",0.1,2.302585
"2259","321911","332322",0.125,2.079442
"2260","332312","332322",0.125,2.079442
"2261","332322","332420",0.125,2.079442
"2262","332322","332510",0.125,2.079442
"2263","332322","333415",0.125,2.079442
"2264","332322","336510",0.125,2.079442
"2265","332322","336611",0.125,2.079442
"2266","332322","423510",0.125,2.079442
"2267","332322","532490",0.125,2.079442
"2268","238990","332323",0.5,0.6931472
"2269","331111","332323",1,0
"2270","332323","332919",0.5,0.6931472
"2271","332323","335911",0.5,0.6931472
"2272","332410","333132",0.2,1.609438
"2273","332410","333298",0.2,1.609438
"2274","332410","333319",0.4,0.9162907
"2275","332410","333415",0.2,1.609438
"2276","332410","336611",0.2,1.609438
"2277","332410","339113",0.2,1.609438
"2278","331221","332420",0.25,1.386294
"2279","332322","332420",0.25,1.386294
"2280","332420","333415",0.25,1.386294
"2281","332420","333911",0.25,1.386294
"2282","332420","336510",0.25,1.386294
"2283","332420","336611",0.25,1.386294
"2284","332420","532490",0.25,1.386294
"2285","311511","332431",0.125,2.079442
"2286","326199","332431",0.25,1.386294
"2287","331112","332431",0.125,2.079442
"2288","331312","332431",0.125,2.079442
"2289","331315","332431",0.125,2.079442
"2290","332431","333411",0.125,2.079442
"2291","332431","334511",0.125,2.079442
"2292","332431","336399",0.125,2.079442
"2293","332431","423510",0.125,2.079442
"2294","331111","332439",1,0
"2295","331112","332439",1,0
"2296","325131","332510",0.0769231,2.564949
"2297","326199","332510",0.0769231,2.564949
"2298","331419","332510",0.0769231,2.564949
"2299","331491","332510",0.0769231,2.564949
"2300","331513","332510",0.0769231,2.564949
"2301","332322","332510",0.0769231,2.564949
"2302","332510","332991",0.0769231,2.564949
"2303","332510","333120",0.0769231,2.564949
"2304","332510","333298",0.0769231,2.564949
"2305","332510","333911",0.0769231,2.564949
"2306","332510","333912",0.0769231,2.564949
"2307","332510","333991",0.0769231,2.564949
"2308","332510","334210",0.0769231,2.564949
"2309","332510","334290",0.0769231,2.564949
"2310","332510","335129",0.0769231,2.564949
"2311","332510","339995",0.0769231,2.564949
"2312","332510","561990",0.0769231,2.564949
"2313","332510","562211",0.0769231,2.564949
"2314","332611","334413",0.5,0.6931472
"2315","332611","334416",0.5,0.6931472
"2316","332611","336412",0.5,0.6931472
"2317","332611","423710",0.5,0.6931472
"2318","332618","531120",0.5,0.6931472
"2319","332111","332722",0.1111111,2.197225
"2320","332722","332999",0.2222222,1.504077
"2321","332722","333513",0.1111111,2.197225
"2322","332722","333515",0.1111111,2.197225
"2323","332722","333911",0.1111111,2.197225
"2324","332722","336312",0.1111111,2.197225
"2325","332722","336399",0.1111111,2.197225
"2326","332722","336411",0.1111111,2.197225
"2327","332722","336999",0.1111111,2.197225
"2328","332722","423860",0.1111111,2.197225
"2329","332722","522291",0.1111111,2.197225
"2330","322221","332811",0.2,1.609438
"2331","325412","332811",0.2,1.609438
"2332","331221","332811",0.2,1.609438
"2333","332312","332811",0.2,1.609438
"2334","332811","332912",0.2,1.609438
"2335","332811","333995",0.2,1.609438
"2336","332811","334119",0.2,1.609438
"2337","325612","332812",0.125,2.079442
"2338","326130","332812",0.125,2.079442
"2339","326199","332812",0.125,2.079442
"2340","331210","332812",0.125,2.079442
"2341","332312","332812",0.125,2.079442
"2342","332812","332813",0.125,2.079442
"2343","332812","332999",0.125,2.079442
"2344","332812","333111",0.125,2.079442
"2345","332812","333293",0.125,2.079442
"2346","332812","333515",0.125,2.079442
"2347","332812","335122",0.125,2.079442
"2348","332812","336412",0.25,1.386294
"2349","332812","336415",0.125,2.079442
"2350","332812","339115",0.125,2.079442
"2351","324122","332813",0.1666667,1.791759
"2352","326130","332813",0.1666667,1.791759
"2353","332111","332813",0.1666667,1.791759
"2354","332812","332813",0.1666667,1.791759
"2355","332813","336412",0.1666667,1.791759
"2356","332813","336413",0.1666667,1.791759
"2357","331111","332911",0.25,1.386294
"2358","331512","332911",0.25,1.386294
"2359","332911","333132",0.25,1.386294
"2360","332911","333515",0.25,1.386294
"2361","332911","333618",0.25,1.386294
"2362","332911","333911",0.25,1.386294
"2363","332911","339991",0.25,1.386294
"2364","326199","332912",0.1428571,1.94591
"2365","332111","332912",0.1428571,1.94591
"2366","332811","332912",0.1428571,1.94591
"2367","332912","333311",0.1428571,1.94591
"2368","332912","333995",0.2857143,1.252763
"2369","332912","333996",0.1428571,1.94591
"2370","332912","334513",0.1428571,1.94591
"2371","332912","336413",0.1428571,1.94591
"2372","332912","336415",0.1428571,1.94591
"2373","325510","332913",0.5,0.6931472
"2374","332212","332913",0.5,0.6931472
"2375","332913","337110",0.5,0.6931472
"2376","332913","541990",0.5,0.6931472
"2377","238990","332919",0.2,1.609438
"2378","326199","332919",0.4,0.9162907
"2379","331111","332919",0.2,1.609438
"2380","332323","332919",0.2,1.609438
"2381","332919","333999",0.2,1.609438
"2382","332919","334417",0.2,1.609438
"2383","332919","336340",0.2,1.609438
"2384","332919","339113",0.2,1.609438
"2385","326199","332991",0.1428571,1.94591
"2386","331111","332991",0.1428571,1.94591
"2387","332510","332991",0.1428571,1.94591
"2388","332991","333120",0.1428571,1.94591
"2389","332991","333912",0.1428571,1.94591
"2390","325181","332992",1,0
"2391","331421","332992",1,0
"2392","332993","334290",1,0
"2393","331524","332994",0.2,1.609438
"2394","332994","339920",0.4,0.9162907
"2395","331491","332996",0.25,1.386294
"2396","332996","333120",0.25,1.386294
"2397","332996","541620",0.25,1.386294
"2398","332996","562211",0.25,1.386294
"2399","332998","333999",1,0
"2400","312140","332999",0.0833333,2.484907
"2401","323118","332999",0.0833333,2.484907
"2402","326199","332999",0.0833333,2.484907
"2403","331111","332999",0.0833333,2.484907
"2404","331316","332999",0.0833333,2.484907
"2405","332722","332999",0.1666667,1.791759
"2406","332812","332999",0.0833333,2.484907
"2407","332999","335312",0.0833333,2.484907
"2408","332999","336350",0.0833333,2.484907
"2409","332999","336412",0.0833333,2.484907
"2410","332999","339920",0.0833333,2.484907
"2411","332999","423120",0.0833333,2.484907
"2412","332999","423860",0.0833333,2.484907
"2413","332999","523999",0.0833333,2.484907
"2414","332999","541710",0.0833333,2.484907
"2415","238210","333111",0.0625,2.772589
"2416","324122","333111",0.0625,2.772589
"2417","326122","333111",0.0625,2.772589
"2418","331210","333111",0.125,2.079442
"2419","331511","333111",0.0625,2.772589
"2420","332312","333111",0.0625,2.772589
"2421","332812","333111",0.0625,2.772589
"2422","333111","333112",0.125,2.079442
"2423","333111","333120",0.1875,1.673976
"2424","333111","333515",0.0625,2.772589
"2425","333111","336111",0.0625,2.772589
"2426","333111","336112",0.0625,2.772589
"2427","333111","336312",0.0625,2.772589
"2428","333111","336412",0.0625,2.772589
"2429","333111","423450",0.0625,2.772589
"2430","333111","522220",0.125,2.079442
"2431","333111","524114",0.0625,2.772589
"2432","333111","524126",0.0625,2.772589
"2433","333111","541618",0.0625,2.772589
"2434","333111","333112",0.5,0.6931472
"2435","333112","333120",0.25,1.386294
"2436","333112","333319",0.25,1.386294
"2437","333112","335222",0.25,1.386294
"2438","333112","336111",0.25,1.386294
"2439","333112","336991",0.25,1.386294
"2440","333112","522220",0.5,0.6931472
"2441","333112","524114",0.25,1.386294
"2442","331111","333120",0.0588235,2.833213
"2443","332213","333120",0.0588235,2.833213
"2444","332321","333120",0.0588235,2.833213
"2445","332510","333120",0.0588235,2.833213
"2446","332991","333120",0.0588235,2.833213
"2447","332996","333120",0.0588235,2.833213
"2448","333111","333120",0.1764706,1.734601
"2449","333112","333120",0.0588235,2.833213
"2450","333120","333415",0.0588235,2.833213
"2451","333120","333513",0.0588235,2.833213
"2452","333120","333618",0.0588235,2.833213
"2453","333120","333912",0.0588235,2.833213
"2454","333120","333922",0.0588235,2.833213
"2455","333120","333923",0.0588235,2.833213
"2456","333120","333997",0.0588235,2.833213
"2457","333120","334413",0.0588235,2.833213
"2458","333120","334513",0.0588235,2.833213
"2459","333120","334519",0.0588235,2.833213
"2460","333120","336120",0.1176471,2.140066
"2461","333120","336412",0.0588235,2.833213
"2462","333120","339944",0.0588235,2.833213
"2463","333120","522220",0.2352941,1.446919
"2464","333120","524114",0.0588235,2.833213
"2465","333120","531120",0.0588235,2.833213
"2466","213111","333131",0.2,1.609438
"2467","333131","333291",0.2,1.609438
"2468","333131","333612",0.2,1.609438
"2469","333131","333912",0.2,1.609438
"2470","333131","333991",0.2,1.609438
"2471","333131","333993",0.2,1.609438
"2472","333131","335314",0.2,1.609438
"2473","333131","487990",0.2,1.609438
"2474","333131","532412",0.2,1.609438
"2475","213111","333132",0.0434783,3.135494
"2476","213112","333132",0.173913,1.7492
"2477","332410","333132",0.0434783,3.135494
"2478","332911","333132",0.0434783,3.135494
"2479","333132","333294",0.0434783,3.135494
"2480","333132","333298",0.0434783,3.135494
"2481","333132","333319",0.0434783,3.135494
"2482","333132","333612",0.0434783,3.135494
"2483","333132","333613",0.0434783,3.135494
"2484","333132","333618",0.0434783,3.135494
"2485","333132","333911",0.0434783,3.135494
"2486","333132","333912",0.0434783,3.135494
"2487","333132","333922",0.0434783,3.135494
"2488","333132","333924",0.0434783,3.135494
"2489","333132","333996",0.0434783,3.135494
"2490","333132","336211",0.0434783,3.135494
"2491","333132","336212",0.0434783,3.135494
"2492","333132","336214",0.0434783,3.135494
"2493","333132","336611",0.0434783,3.135494
"2494","333132","336992",0.0434783,3.135494
"2495","333132","421830",0.0434783,3.135494
"2496","333132","422690",0.0434783,3.135494
"2497","333132","423830",0.0434783,3.135494
"2498","333132","541330",0.0434783,3.135494
"2499","333132","541990",0.0434783,3.135494
"2500","332116","333210",0.5,0.6931472
"2501","333210","333911",0.5,0.6931472
"2502","333220","333512",1,0
"2503","325222","333291",0.5,0.6931472
"2504","333131","333291",0.5,0.6931472
"2505","333291","333612",0.5,0.6931472
"2506","333291","333993",0.5,0.6931472
"2507","333291","335314",0.5,0.6931472
"2508","323122","333293",0.0666667,2.70805
"2509","325612","333293",0.0666667,2.70805
"2510","331522","333293",0.0666667,2.70805
"2511","332116","333293",0.0666667,2.70805
"2512","332812","333293",0.0666667,2.70805
"2513","333293","334413",0.0666667,2.70805
"2514","333293","334519",0.0666667,2.70805
"2515","333293","335129",0.0666667,2.70805
"2516","333293","336412",0.0666667,2.70805
"2517","333293","336413",0.0666667,2.70805
"2518","333293","336415",0.0666667,2.70805
"2519","333293","336419",0.0666667,2.70805
"2520","333132","333294",0.3333333,1.098612
"2521","333294","333922",0.3333333,1.098612
"2522","325188","333295",0.025,3.688879
"2523","325199","333295",0.025,3.688879
"2524","331491","333295",0.025,3.688879
"2525","333295","333298",0.05,2.995732
"2526","333295","333315",0.025,3.688879
"2527","333295","333512",0.025,3.688879
"2528","333295","334119",0.025,3.688879
"2529","333295","334310",0.025,3.688879
"2530","333295","334411",0.025,3.688879
"2531","333295","334413",0.025,3.688879
"2532","333295","334515",0.025,3.688879
"2533","333295","334516",0.025,3.688879
"2534","333295","423490",0.025,3.688879
"2535","333295","511210",0.075,2.590267
"2536","333295","533110",0.025,3.688879
"2537","333295","541380",0.025,3.688879
"2538","333295","541710",0.025,3.688879
"2539","235310","333298",0.03125,3.465736
"2540","312112","333298",0.03125,3.465736
"2541","325120","333298",0.03125,3.465736
"2542","325199","333298",0.03125,3.465736
"2543","325211","333298",0.03125,3.465736
"2544","325212","333298",0.03125,3.465736
"2545","325320","333298",0.03125,3.465736
"2546","325612","333298",0.03125,3.465736
"2547","325998","333298",0.0625,2.772589
"2548","327215","333298",0.03125,3.465736
"2549","332410","333298",0.03125,3.465736
"2550","332510","333298",0.03125,3.465736
"2551","333132","333298",0.03125,3.465736
"2552","333295","333298",0.0625,2.772589
"2553","333298","333319",0.03125,3.465736
"2554","333298","333911",0.03125,3.465736
"2555","333298","333993",0.03125,3.465736
"2556","333298","334411",0.03125,3.465736
"2557","333298","334412",0.03125,3.465736
"2558","333298","334419",0.03125,3.465736
"2559","333298","334513",0.0625,2.772589
"2560","333298","334519",0.03125,3.465736
"2561","333298","339112",0.03125,3.465736
"2562","333298","421860",0.03125,3.465736
"2563","333298","424210",0.03125,3.465736
"2564","333298","488190",0.03125,3.465736
"2565","333298","541512",0.03125,3.465736
"2566","333298","541990",0.03125,3.465736
"2567","333298","561910",0.03125,3.465736
"2568","326199","333311",0.2,1.609438
"2569","332912","333311",0.2,1.609438
"2570","333311","334220",0.2,1.609438
"2571","333311","334513",0.2,1.609438
"2572","333311","336413",0.2,1.609438
"2573","333311","518111",0.2,1.609438
"2574","333311","522220",0.2,1.609438
"2575","333313","333415",0.0714286,2.639057
"2576","333313","334119",0.0714286,2.639057
"2577","333313","334290",0.0714286,2.639057
"2578","333313","334413",0.1428571,1.94591
"2579","333313","334419",0.0714286,2.639057
"2580","333313","335314",0.0714286,2.639057
"2581","333313","335911",0.0714286,2.639057
"2582","333313","339920",0.0714286,2.639057
"2583","333313","511210",0.0714286,2.639057
"2584","333313","522220",0.0714286,2.639057
"2585","333313","523999",0.0714286,2.639057
"2586","327215","333314",0.0526316,2.944439
"2587","333314","334413",0.0526316,2.944439
"2588","333314","334419",0.1052632,2.251292
"2589","333314","334510",0.0526316,2.944439
"2590","333314","334515",0.0526316,2.944439
"2591","333314","334517",0.0526316,2.944439
"2592","325992","333315",0.0454545,3.091043
"2593","332116","333315",0.0454545,3.091043
"2594","333295","333315",0.0454545,3.091043
"2595","333315","333319",0.0454545,3.091043
"2596","333315","334119",0.0454545,3.091043
"2597","333315","334518",0.0454545,3.091043
"2598","333315","334613",0.0454545,3.091043
"2599","333315","335129",0.0454545,3.091043
"2600","333315","339950",0.0454545,3.091043
"2601","333315","421410",0.0454545,3.091043
"2602","333315","512110",0.0454545,3.091043
"2603","333315","512131",0.0454545,3.091043
"2604","333315","541990",0.0454545,3.091043
"2605","235950","333319",0.0322581,3.433987
"2606","237210","333319",0.0322581,3.433987
"2607","325188","333319",0.0645161,2.74084
"2608","325191","333319",0.0322581,3.433987
"2609","325314","333319",0.0322581,3.433987
"2610","332410","333319",0.0645161,2.74084
"2611","333112","333319",0.0322581,3.433987
"2612","333132","333319",0.0322581,3.433987
"2613","333298","333319",0.0322581,3.433987
"2614","333315","333319",0.0322581,3.433987
"2615","333319","333912",0.0322581,3.433987
"2616","333319","334514",0.0322581,3.433987
"2617","333319","334515",0.0322581,3.433987
"2618","333319","335129",0.0322581,3.433987
